BRCD_NO,PRDT_NM,CMPNY_NM,PRDLST_REPORT_NO,PRDLST_NM,HRNK_PRDLST_NM,HTRK_PRDLST_NM,LAST_UPDT_DTM
8801105908060,해태]과일촌제주감귤1Lpt,해태음료(주),19980449002120,과.채음료,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8801105909166,해태음료 과일촌 제주감귤100,해태음료(주),19980449002120,과.채음료,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8801105907834,해태음료 과일촌제주감귤2.0L,해태음료(주),19980449002120,과.채음료,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8801105907865,해태음료 과일촌제주감귤950ml,해태음료(주),19980449002120,과.채음료,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8801105982909,해태음료 과일촌 제주감귤 선물세트(병) 180ml*12,해태음료(주),19980449002120,과.채음료,과일.채소류음료,가공식품,2015-01-22 11:12:12.0
8809322370035,성일 삼천포쥐치포 중300,성일산업,1983060601616,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809322370042,성일 삼천포쥐치포 일,성일산업,1983060601616,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809061300072,(주)다나식품 다나 사우나오징어20kg 20000G x 1EA,(주)다나식품,1985060601624,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809061300010,(주)다나식품 다나 사우나오징어900g 900G x 1EA,(주)다나식품,1985060601624,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809055718319,"검정곡식 미싯가루 백미20%, 쌀보리15% 500G",웰빙라이프,2007061802734,곡류가공품,기타 농산가공품류,가공식품,2015-01-22 11:12:12.0
8809101480160,영양만점야채참치150g,(주)동림식품,1973061800783,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8803662782046,마천농협가공사업소 지리산 양파진액,마천농업협동조합,201106230733,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662782084,마천농협가공사업소 지리산 양파진액,마천농업협동조합,201106230733,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662782077,마천농협가공사업소 지리산 양파진액,마천농업협동조합,201106230733,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662530258,지리산마천흑마늘진액,마천농업협동조합,201106230732,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662782244,마천농협가공사업소 지리산 흑양파 진액골드,마천농업협동조합,201106230731,액상차,다류,가공식품,2015-01-22 11:12:12.0
8809056930062,볶음참깨 120G,지구식품,201203043976,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809056930079,볶음참깨 220G,지구식품,201203043976,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8801073206024,삼)컴라면550,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073191495,컵삼양라면 65Gx48`S,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073191068,컵삼양라면 65G*12`S,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073191518,컵삼양라면 65Gx12`S,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073108219,컵삼양라면 65G,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073191501,컵삼양라면 65Gx30`S,삼양식품(주),19880383127135,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073112513,삼)육개장큰컵(용기),삼양식품(주),19880383127138,유탕면,면류,가공식품,2015-01-22 11:12:12.0
8801073411456,콩간장,삼양식품(주),19880383127168,혼합간장,장류,가공식품,2015-01-22 11:12:12.0
8801073402751,콩간장 1000ML,삼양식품(주),19880383127168,혼합간장,장류,가공식품,2015-01-22 11:12:12.0
8801073411463,콩간장 골드 1.8L,삼양식품(주),19880383127169,혼합간장,장류,가공식품,2015-01-22 11:12:12.0
8809000513464,찹쌀약과2 10개입 300G,신광제과,1989037201825,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801037008111,맥스웰하우스헤이즐넛 200G,동서식품(주),1993044304619,커피,음료류,가공식품,2015-01-22 11:12:12.0
8801037015607,둥굴레차,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037013153,둥굴레차 (1.2G*50) 60G,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037012309,둥굴레차1.2GX25S,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809000513419,신광맛약과 300G,신광제과,1989037201826,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809306630025,숨쉬는 연잎차 지퍼백20g,함양상림연영농조합,200506230561,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809306632005,함양상림연영농조합 숨쉬는연잎차 지관40g,함양상림연영농조합,200506230561,침출차,다류,가공식품,2015-01-22 11:12:12.0
8803662782114,마천농협 마천농협 흑양파진액 골드 30G x 1EA,마천농업협동조합,201106230731,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662782138,마천농협흑양파가공사업소 마천농협 흑양파진액 골드 2400G x 1EA,마천농업협동조합,201106230731,액상차,다류,가공식품,2015-01-22 11:12:12.0
8803662782237,마천농협가공사업소 지리산 흑양파 진액골드,마천농업협동조합,201106230731,액상차,다류,가공식품,2015-01-22 11:12:12.0
8801037015393,동서둥굴레차 식수용 60G,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037046663,동서식품 둥굴레차 72G,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037086461,동서 둥굴레차120g,동서식품(주),1993044304620,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037017953,동서현미녹차 식수용 75G,동서식품(주),1993044304623,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801037018349,동서식품 제티 제티딸기맛340G 340G x 1EA,동서식품(주),1993044304624,당류가공품,당류,가공식품,2015-01-22 11:12:12.0
8801037008104,제티 딸기맛 400G,동서식품(주),1993044304624,당류가공품,당류,가공식품,2015-01-22 11:12:12.0
8801037008098,친구제티딸기맛 400G,동서식품(주),1993044304624,당류가공품,당류,가공식품,2015-01-22 11:12:12.0
8801037015959,제티 딸기맛 400G,동서식품(주),1993044304624,당류가공품,당류,가공식품,2015-01-22 11:12:12.0
8809149923339,참옻샘/일반용,(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809149923254,참옻샘(80㎖),(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809149922332,참옻샘 20프리미엄 세트 (1000mlX3),(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809149922318,참옻샘 세트(1500mlX3),(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809149922226,참옻샘 파우치(1000ml),(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809149922219,참옻샘(1500ml),(주)참옻나라,200903471464,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809326900177,고추간장절임 1kg,(주)해미래,201205485691,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900382,해미래 고추간장절임 1kg*6ea,(주)해미래,201205485691,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900184,청양초간장절임 1kg,(주)해미래,201205485692,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900191,아삭이간장절임 1kg,(주)해미래,201205485693,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900375,해미래 깻잎간장절임 1kg*6ea,(주)해미래,201205485694,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900221,깻잎간장절임 1kg,(주)해미래,201205485694,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900207,마늘간장절임 1kg,(주)해미래,201205485696,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900214,마늘쫑간장절임 1kg,(주)해미래,201205485697,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900238,방풍간장절임 1kg,(주)해미래,201205485699,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900399,해미래 두릅간장절임 1kg*6ea,(주)해미래,2012054856910,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900245,두릅간장절임 1kg,(주)해미래,2012054856910,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900252,뽕잎간장절임 1kg,(주)해미래,2012054856911,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809326900269,곰취간장절임 1kg,(주)해미래,2012054856912,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8804751240010,(주)씨즈커피코리아 씨즈커피 모카블렌드 200G x 1EA,(주)씨즈커피코리아,201003470601,커피,음료류,가공식품,2015-01-22 11:12:12.0
8804751200021,(주)씨즈커피코리아 씨즈커피 블루마운틴 블렌드 200G x 1EA,(주)씨즈커피코리아,201003470602,커피,음료류,가공식품,2015-01-22 11:12:12.0
8804918021117,보성제다 현미녹차20T 녹차40%현미60% 26g(1.3g*20T),영농조합법인보성제다,199605190256,침출차,다류,가공식품,2015-01-22 11:12:12.0
8809011030615,"분말죽염청국장 국산콩92%, 국산죽염8% 500G",고려전통식품,1997051500220,청국장,장류,가공식품,2015-01-22 11:12:12.0
8809296091219,해초미인미역 170g*1,(주)해청정,1998052912033,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809296090007,해초미인 다시마포슬림 200g*1,(주)해청정,1998052912039,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809296090021,해초미인 다시마포슬림 500g*1,(주)해청정,1998052912039,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809296090038,해초미인 미역포슬림 500g*1,(주)해청정,1998052912040,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809296090014,해초미인 미역포슬림 200g*1,(주)해청정,1998052912040,묵류,두부류 또는 묵류,가공식품,2015-01-22 11:12:12.0
8809423990248,밥도둑믿음반찬 우엉조림 1개 3000 sp,밥도둑믿음반찬,2009020255311,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8809423990118,밥도둑믿음반찬 검은콩조림1개 3000 sp,밥도둑믿음반찬,2009020255314,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8809423990026,밥도둑믿음반찬메추리알장조림1개5000 ep2,밥도둑믿음반찬,2009020255317,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8809423990002,밥도둑믿음반찬돼지고기장조림1개5000 ep2,밥도둑믿음반찬,2009020255318,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8809423990019,밥도둑믿음반찬소고기장조림1개5000ep2,밥도둑믿음반찬,2009020255319,조림류,절임류 또는 조림류,가공식품,2015-01-22 11:12:12.0
8809423990200,밥도둑믿음반찬 양념고추 1개 3000 sp,밥도둑믿음반찬,2009020255323,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809423990293,밥도둑믿음반찬 하늘초고추 1개 3000 ep1,밥도둑믿음반찬,2009020255324,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809423990033,밥도둑믿음반찬 양념깻잎1개 3000 sp1,밥도둑믿음반찬,2009020255325,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809423990286,밥도둑믿음반찬 해초무침 1개 3000 ep1,밥도둑믿음반찬,2009020255331,기타 수산물가공품,수산가공식품류,가공식품,2015-01-22 11:12:12.0
8809423990071,밥도둑믿음반찬 낙지젓 1개 5000 sp,밥도둑믿음반찬,2009020255334,양념젓갈,젓갈류,가공식품,2015-01-22 11:12:12.0
8809423990330,밥도둑믿음반찬 명란젓 1개 5000 sp,밥도둑믿음반찬,2009020255337,양념젓갈,젓갈류,가공식품,2015-01-22 11:12:12.0
8801045420110,(주)오뚜기 푸딩믹스 66G x 10EA,(주)오뚜기,19860309018615,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8801042138254,설록차한라 공용 35G,(주)아모레퍼시픽,1975044300118,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801042142367,설록차한라 공용 100G,(주)아모레퍼시픽,1975044300118,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403081705,설록 한라 100티백,(주)아모레퍼시픽,1975044300118,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403072680,설록 한라 50티백,(주)아모레퍼시픽,1975044300118,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801042175839,설록 작설덖음지관 80G,(주)아모레퍼시픽,1975044300117,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403049323,설록 작설덖음1인기세트,(주)아모레퍼시픽,1975044300117,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403050237,설록 작설덖음 40G,(주)아모레퍼시픽,1975044300117,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403049347,설록 작설옥록세트,(주)아모레퍼시픽,1975044300116,침출차,다류,가공식품,2015-01-22 11:12:12.0
8806403020957,설록 작설옥록텀블러기획,(주)아모레퍼시픽,1975044300116,침출차,다류,가공식품,2015-01-22 11:12:12.0
8801253123414,통오이1kg,(주)일미농수산,1998025705236,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253124107,통오이300g,(주)일미농수산,1998025705236,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253127870,맛오이850g,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253123384,맛오이,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253001088,일미맛오이(중국)1.7K,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253124060,맛오이1000g,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253122097,맛오이 오이93.7% 1.7KG,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253121908,일가맛오이 250G,(주)일미농수산,1998025705237,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253122622,조림간장오이지,(주)일미농수산,1998025705240,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8801253123209,고기와함께먹는쌈무1kg,(주)일미농수산,1998025705241,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8802774001212,난유플러스(400mg x 360캡슐)진품누에 동충하초 골드 (30mg x 80포),태웅식품주식회사,1989044501498,혼합음료,기타음료,가공식품,2015-01-22 11:12:12.0
8801169800065,홈플러스좋은상품 카레 약간매운맛 100g,한국에스비식품(주),19690364004408,카레(커리),조미식품,가공식품,2015-01-22 11:12:12.0
8801169800058,홈플러스좋은상품 카레 매운맛 100g,한국에스비식품(주),19690364004409,카레(커리),조미식품,가공식품,2015-01-22 11:12:12.0
8801169800096,홈플러스좋은상품 행복카레 1kg,한국에스비식품(주),19690364004410,카레(커리)분,카레(커리),가공식품,2015-01-22 11:12:12.0
8801169800447,홈플러스좋은상품강황이듬뿍든황금카레(순한맛)3입300g,한국에스비식품(주),19690364004412,카레(커리),조미식품,가공식품,2015-01-22 11:12:12.0
8801169800195,홈플러스좋은상품 강황이듬뿍든 황금카레(순한맛) 100g,한국에스비식품(주),19690364004412,카레(커리),조미식품,가공식품,2015-01-22 11:12:12.0
8801308426439,함박웃음맛진미오징어 500G,정화식품(주),19870533003155,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308426996,함박웃음진미오징어 300G,정화식품(주),19870533003156,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308426989,함박웃음진미오징어 500G,정화식품(주),19870533003156,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308443863,정화식품(주) 한입오다리,정화식품(주),19870533003166,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308443702,정화식품(주) 한입오다리35g 35G,정화식품(주),19870533003166,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801308443726,정화식품(주) 실속왕다리오징어250g,정화식품(주),19870533003169,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801056904012,미린다 딸기맛 500ML,롯데칠성음료(주),1984022101036,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801056061647,롯데칠성음료(주) 롯데 칠성사이다 355G x 4EA,롯데칠성음료(주),1984022101049,탄산음료,탄산음료류,가공식품,2015-01-22 11:12:12.0
8801906163408,(주)코스모스제과 콘칩 290G,(주)코스모스제과,1986033205138,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801906166812,홈플러스좋은상품 콘칩 330G,(주)코스모스제과,1986033205138,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801906166904,홈플러스좋은상품_콘칩_79G,(주)코스모스제과,1986033205138,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801906166843,홈플러스좋은상품_콘칩_166G,(주)코스모스제과,1986033205138,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8803269900157,오징어칩버터맛 70G,(주)청하식품,1994033231513,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8801068020380,삼립)고향찜흑당210g,(주)삼립식품,199503380153331,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068152166,삼립고향찜 흑당 800류,(주)삼립식품,199503380153331,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068141580,삼립 초코머핀 1500 150G,(주)삼립식품,199503380153332,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068020434,삼립)더블초코바나나140g,(주)삼립식품,199503380153336,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068137866,크림빵1800-삼립,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068014556,크림빵(옛날옛적),(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
880106800885,삼립 크림빵,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068130164,크림빵 60G,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068131079,로)크림빵 50G,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068131666,삼립)크림빵60g,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068029048,(주)삼립식품 삼립)크림빵덕용225g 225G x 1EA,(주)삼립식품,199503380153338,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068020717,삼)촉촉한에그에그,(주)삼립식품,199503380153343,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068035117,삼립식품 촉촉한슈슈170G - VINYL,(주)삼립식품,199503380153346,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068021288,삼립)촉촉한슈슈120g,(주)삼립식품,199503380153346,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068134407,옛날크림빵 60G,(주)삼립식품,199503380153224,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801068020366,삼립)신선가득땅콩꿀호떡350g,(주)삼립식품,199503380153350,빵류,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8805998886320,쌀유과 150G,명승제과,197303320014,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8805998886351,종합찹쌀한과 230G,명승제과,197303320017,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8805998886443,제수용찹쌀한과,명승제과,197303320018,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809396730025,한우물영농조합 한우물생칡즙30개 1박스,한우물영농조합법인,201305580451,액상차,다류,가공식품,2015-01-22 11:12:12.0
8809396730018,한우물영농조합 한우물생칡즙1개 110ML,한우물영농조합법인,201305580451,액상차,다류,가공식품,2015-01-22 11:12:12.0
8801279440069,(주)동화식품 마시는두부 소이모 선물용 박스(195ml*18ea),(주)동화식품,2002061426365,가공두유,두유류,가공식품,2015-01-22 11:12:12.0
8801111370769,빅파이기획딸기0,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111180481,크라운_빅파이딸기_2500,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111614306,크라운_빅파이딸기초유_2000,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111185820,크라운_5000빅파이딸기,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370899,크라운_빅파이딸기50개입지함_7000,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111183482,크라운_1500빅파이딸기,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370912,크라운_빅파이딸기3팩_2700,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111614313,빅파이딸기초유_3800,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111180498,크라운_빅파이딸기_3700,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111184892,크라운_1300빅파이딸기,(주)크라운제과,2006024237639,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111130080,(주)크라운제과 유기농비스켓100g,(주)크라운제과,2006024237641,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8801111614320,초코파이2입,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370677,초코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370295,쵸코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370257,쵸코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370394,크라운초코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370943,쵸코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370608,크라운쵸코파이1500,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8801111370400,크라운초코파이,(주)크라운제과,2006024237642,초콜릿가공품,초콜릿류,가공식품,2015-01-22 11:12:12.0
8809295300275,(주)예우당에프에스 골뱅이무침소스 1kg,(주)예우당에프에스,2008044505669,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300220,(주)예우당에프에스 딸기드레싱소스 2kg,(주)예우당에프에스,2008044505666,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300213,(주)예우당에프에스 키위드레싱소스 2kg,(주)예우당에프에스,2008044505665,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300237,(주)예우당에프에스 케이준소스 2kg,(주)예우당에프에스,2008044505664,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300169,(주)예우당에프에스 데리야끼소스 2kg,(주)예우당에프에스,2008044505663,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300114,(주)예우당에프에스 탕수육소스 1.9kg,(주)예우당에프에스,2008044505662,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300176,(주)예우당에프에스 꼬치소스(순한맛) 2.1kg,(주)예우당에프에스,2008044505660,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300183,(주)예우당에프에스 꼬치소스(매운맛) 2.1kg,(주)예우당에프에스,2008044505659,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300077,(주)예우당에프에스 치킨양념소스(순한맛) 10kg,(주)예우당에프에스,2008044505658,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809295300091,(주)예우당에프에스 치킨양념소스(순한맛) 2.1kg,(주)예우당에프에스,2008044505658,소스,소스류,가공식품,2015-01-22 11:12:12.0
8809017692633,맛진미,(주)대양식품,2010035804421,조미건어포,건포류,가공식품,2015-01-22 11:12:12.0
8809067670032,북어국280g,서정쿠킹(주),20080358277135,즉석조리식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809277333918,(주)하늘바이오 오희숙전통부각 다시마부각 55G x 1EA,(주)하늘바이오,200806241081,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
8809222959545,모듬반찬세트-C,(주)디미방,20090358099516,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809222959507,모듬반찬세트-A,(주)디미방,20090358099516,즉석섭취식품,즉석섭취.편의식품류,가공식품,2015-01-22 11:12:12.0
8809287693538,유기농파크 순정원 강순덕 독아지숙성 매실원액 420G x 1EA,유기농파크,200903940613,액상차,다류,가공식품,2015-01-22 11:12:12.0
8809287693347,유기농파크 순정원 강순덕 독아지숙성 더덕장아찌 100G x 1EA,유기농파크,200903940614,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693330,유기농파크 순정원 강순덕 독아지숙성 더덕장아찌 450G x 1EA,유기농파크,200903940614,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693323,유기농파크 순정원 강순덕 독아지숙성 더덕장아찌 900G x 1EA,유기농파크,200903940614,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287694337,우리맛 감장아찌 100,유기농파크,200903940615,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287694436,우리맛 감장아찌 100(세트),유기농파크,200903940615,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693514,유기농파크 순정원 강순덕 독아지숙성 오이고추피클 450G x 1EA,유기농파크,200903940616,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693507,유기농파크 순정원 강순덕 독아지숙성 오이고추피클 900G x 1EA,유기농파크,200903940616,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693286,유기농파크 순정원 강순덕 독아지숙성 간장 420G x 1EA,유기농파크,200903940617,한식간장,장류,가공식품,2015-01-22 11:12:12.0
8809287693491,유기농파크 순정원 강순덕 독아지숙성 매실무피클 100G x 1EA,유기농파크,200903940618,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693484,유기농파크 순정원 강순덕 독아지숙성 매실무피클 450G x 1EA,유기농파크,200903940618,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809287693477,유기농파크 순정원 강순덕 독아지숙성 매실무피클 900G x 1EA,유기농파크,200903940618,절임식품,절임류,가공식품,2015-01-22 11:12:12.0
8809396220137,홍천6년근인삼 홍삼정과 300g,농업회사법인홍천6년근인삼(주),201303941393,당절임,절임류,가공식품,2015-01-22 11:12:12.0
8809164490038,통밀퐁(cs),영농조합법인산골농장,2010039509310,과자,"과자류, 빵류 또는 떡류",가공식품,2015-01-22 11:12:12.0
8809208681040,중외신약 유판씨 미니 과립 10포*5,(주)유유헬스케어,2003039501985,기타가공품,기타식품류,가공식품,2015-01-22 11:12:12.0
